selected,url,fiction_id,title,relevance_score,quality_score,combined_score,followers,rating,rating_count,popularity_hits,search_hits,tags,reasons,quality_reasons,synopsis
True,https://www.royalroad.com/fiction/28806/the-flower-that-bloomed-nowhere,28806,The Flower That Bloomed Nowhere,35.0,14.307406790903375,49.30740679090337,10743,,555,2,2,"[""Time Loop"", ""Anti-Hero Lead"", ""Strategy"", ""Psychological"", ""Female Lead"", ""Fantasy"", ""Mystery"", ""Sci-fi"", ""Artificial Intelligence"", ""Genetically Engineered"", ""Magic"", ""School Life"", ""Time Travel""]","[""philosophy:mortality"", ""psychology:psychological"", ""strong-tag:psychological"", ""cross-domain-evidence""]","[""followers=10743"", ""rating_count=555""]","The world is in the midst of a golden age. Humanity has been largely united under a single government for two centuries, scarcity has been all but eliminated, and the human lifespan has been extended further than ever before, with many living for five centuries or longer. Yet cracks have begun to form in this utopia. Progress in science has outpaced social values, leading to conflict as the new generation struggles with the prospect of perpetual disenfranchisement under their all-but-unaging elders.

In this era of transition, a class of gifted young arcanists are invited to attend a conclave held by the enigmatic Order of the Universal Panacea, an ancient organization devoted to pursuing the secret of true immortality. Several of the participants, however, have ulterior motives for attending, including Utsushikome of Fusai, a young prodigy of Thanatomancy whose grandfather was once a member.

But unbeknownst to them, there is a curse on the Order of the Universal Panacea. One does not defy death and the natural order lightly. And an uninvited guest may already lurk among them; one that is not human.

In the end, all of them will have to ask: What can be found in this world, that is truly eternal?

The curtain rises on this, mankind's final battle with entropy, and the possible outcomes are death, or a slightly later, more complicated form of death. Even so, please try to enjoy yourself.

---

This story is a whodunnit-style murder mystery with a focus on psychological drama and personal horror. The setup is long, but hopefully will reward attentive reading.

Discord:

https://discord.gg/RTFjaKTbUe

Cover illustration by Zerovirus."
True,https://www.royalroad.com/fiction/114897/the-triads-great-evolution-portuguesenglish,114897,The Triad's Great Evolution [Português/English],43.0,6.267077816740435,49.26707781674043,135,,,1,2,"[""Progression"", ""Psychological"", ""Multiple Lead Characters"", ""Sci-fi"", ""Adventure"", ""Fantasy"", ""Genetically Engineered"", ""Hard Sci-fi"", ""Low Fantasy"", ""Magic"", ""Mythos"", ""Non-Human Lead"", ""Reader Interactive"", ""Soft Sci-fi"", ""Supernatural""]","[""philosophy:philosophy"", ""philosophy:morality"", ""strong-tag:psychological""]","[""followers=135""]","In this great novel of mine YOU will see many Great Cycles of the Triad where there wil be no ending in all things evolution,

philosophy

, morality and soo much more and i hope that YOU will see it until the very infinity of it my friend!

[What to expect]:

1- Never ending evolution of the universe, the people and all things in it!

2- Never ending

philosophy

and morality debates in the universe, the people and all things in it!

3- Imaginative biology, tecnology and soo much more!

4- Unique characters, systems and soo much more!

5- And finally everybody can be one of the protagonists of this universe! Soo if YOU make a fanfiction of my novel and I INowThrive/AUTHOR aprove of it, it will be canon in the story/cycle that is occurring it!!

[What to NOT expect]:

1- Focus on romance, harem or any of that IF there will be in the future in one of the cycles...

2- If YOU are loking for a novel that is easy too understand without much thought this isn't one of them...

3- There will NOT be a singular protagonist in the novel only multiple of different scales and cycles like The Triad and The Eternavir...

4- This is a UNIQUE novel, soo if you have come here thinking that it will be similar to any other universe or novel YOU have read before well good luck thinking that...

5- And finally i DON'T have a fixed day/hour that i will post my novel in here, that will depend on my mood or when i finally be geting money and human help making it...

And that is all folks! I really hope you all get to enjoy my novel even with his problens and make a honest review about it soo i can evolve myself along the way and make it more and more good until the very infinity! So see YOU ALL later!

-INowThrive/AUTHOR"
True,https://www.royalroad.com/fiction/91799/reign-of-the-blood-witch-volume-i-complete-slow,91799,Reign of the Blood Witch [Volume I Complete! Slow Burn Gothic Horror],39.0,9.603451584141762,48.603451584141766,933,,45,1,2,"[""Time Travel"", ""Psychological"", ""Female Lead"", ""Drama"", ""Horror"", ""Mystery"", ""Low Fantasy"", ""Supernatural""]","[""psychology:psychological"", ""psychology:trauma"", ""strong-tag:psychological""]","[""followers=933"", ""rating_count=45""]","The villagers of Ecsed have long whispered that the eternal youth of Countess Elizabeth Bathory flows from the blood of the many women who have vanished under her patronage.

Yet, the woman now awaiting execution is not the infamous Countess, but Edda—the imposter who, for a decade, has stood in her place.

Ignorant of the dark undercurrents that led to her downfall, when Edda is given the gift—or the punishment—of reawakening ten years in the past, she must prevent history from repeating itself. To do so will mean not only uncovering the Countess’s secrets and confronting the nightmares that prowl the halls of her castle, but also overcoming the person at the center of it all—herself.

Volume I is complete. Updates every Friday.

What to expect

⸭

Slow-burn gothic horror and mystery

: a blend of eerie atmosphere, psychological dread, and supernatural elements with a gradually unfolding mystery

⸭

Psychological and emotional tension

: the narrative is centered around the main character's thoughts; shaped by fear, doubt, and the weight of her past

⸭

Traumatized to traumatizing

: a gradual, inevitable, and somewhat disturbing journey out of victimhood into something...unsettling

⸭

Minimal action, maximum atmosphere

: no swordfights and battles here; just flickering candles and the feeling of something waiting for you in the dark

⸭

The supernatural creeps in slowly

: inspired by Eastern European folklore around witches, vampires, and ghosts

⸭

Dense, descriptive, and dramatic prose:

best to sink into on a stormy night, with a cup of tea, and maybe a rosary

Notes

:

⸭ Cover art by the amazing

Maya Robertson

(@mayarobertsonwrites on IG)

⸭ words are ALL mine (with the rare exception of anything suggested by my human proofreader)"
True,https://www.royalroad.com/fiction/140449/avaria,140449,Avaria,41.5,6.636371723492323,48.136371723492324,116,,,1,4,"[""Anti-Hero Lead"", ""Space Opera"", ""Grimdark"", ""Non-Human Lead"", ""Sci-fi"", ""Adventure"", ""Drama"", ""Horror"", ""Male Lead"", ""Mythos""]","[""philosophy:philosophy"", ""philosophy:philosophical"", ""psychology:psychological"", ""cross-domain-evidence"", ""multi-concept-evidence""]","[""followers=116""]","An Avarian prince named Jules Vekaria journeys through a dark adventure. Confronting numerous threats, himself, and his dark family history.

He takes numerous cases from the AIEA, and deals with several threats alike. From organized crime to kidnapping rings.

He also takes on the architect of the universe. The author in a battle of philosophy.

He also struggles with an ancient and evil force in his head as he attempts to control it or be controlled by it.

If you are a fan of dark sci-fi/fantasy with rich world-building with mature themes, thematic and philosophical notes, and originality, this might be a read for you.

However, this material contains graphic violence, heavy themes, strong profanity, sexual content (including implications of SA), and psychological horror. Reader discretion is advised."
True,https://www.royalroad.com/fiction/92186/love-volume-three-of-ebb-flow-psychological-superpowered,92186,Love: Volume Three of Ebb & Flow [Psychological Superpowered Thriller Villainous Lead],35.4,11.529259145756972,46.92925914575697,1817,,181,1,5,"[""Urban Fantasy"", ""Progression"", ""Villainous Lead"", ""Super Heroes"", ""Strategy"", ""Action"", ""Psychological"", ""Thriller"", ""Attractive Lead"", ""Male Lead"", ""Reader Interactive"", ""Secret Identity""]","[""philosophy:identity"", ""psychology:psychological"", ""title:psychological"", ""strong-tag:psychological"", ""cross-domain-evidence""]","[""followers=1817"", ""rating_count=181""]","Volume One Synopsis:

Eryk Blakely isn't like other people. But it isn't because he has something that others lack; no, it's the exact opposite. He is an empty husk, devoid of everything that makes us human. That changes when he awakens superpowers during the end-of-year senior party, which ends in a massacre. He gains the ability to permanently remove other people's powers and then redistribute them to others, while also stealing a piece of their personality with it. He’s found a solution to his inability to feel. Where it might be irrelevant for most people, for him, it is a life-changing experience. So begins his transformation into a monster, all the while becoming more human. There are no lines he won't cross, no crime he won't commit, and nobody he won't harm in pursuit of his goal.

This story does have heroes, but Eryk is not one of them.

What to expect:

- Faction/Organization Building

- Intelligent/Calculating MC

- Slow burn, step-by-step rise to power

- Interesting 3-dimensional cast of characters

- Neutral Evil protagonist

- Non-standard progression in the form of political, economical, and organizational power.

Volume Two Synopsis:

Nobody assembled his group, formed a company, eliminated his enemies, and amassed a wealth of powers and personality pieces. He did it all without leaving a single witness, maintaining his anonymity. Everything was going perfectly until he found out he had an observer nearly the entire time. A Cape thought long dead was behind the scenes, watching him from above. Nobody was shown just how vast the world is, and how small he truly is in the world of Neuvohumans. Forced to destroy his base, give up nine powers, and expose his identity to a subordinate, he isn’t deterred but fiercely motivated to get strong enough to never be in that position again. Quinstin has no idea that Nobody has arrived. By the time they do, it will be too late. Nothing will stand in his way; the BNA, the Heroes’ Union, rival Cowl groups, and other unaffiliated Neuvohumans will bend the knee or be crushed by his boot.

Volume Three

Synopsis:

Things are changing in Quinstin. As Nobody's list of enemies grows, so too will his followers' power. Anti-Neuvohuman sentiment is bubbling beneath the surface, tensions building like a powder keg, and Nobody plans to use the explosion to his advantage. Fractures have formed in the Heroes' Union, and Miles won't stop until the entire organization shatters into a thousand pieces. Aubrey is still reeling from the death of her friend at the hands of someone she believed was a hero. This will lead her down a path of revenge that will make her question everything she once believed in. Eryk must navigate a new relationship while trying not to let the shadows of his past eclipse his future. It's time to find out just how far you're willing to go for love."
True,https://www.royalroad.com/fiction/128190/breaking-the-seam,128190,Breaking the Seam,39.0,6.517200343523835,45.51720034352383,101,,,1,4,"[""Psychological"", ""Male Lead"", ""Contemporary"", ""Drama"", ""Romance Subplot"", ""School Life""]","[""philosophy:identity"", ""psychology:introspection"", ""strong-tag:psychological"", ""cross-domain-evidence""]","[""followers=101""]","The story, partially inspired by real people and events, follows Shawn Lee, a reserved college senior grappling with a deeply personal secret: his passion for wearing pantyhose, a private expression of identity that clashes with the fear of judgment in a conservative environment. As Shawn navigates his final year of undergrad in 2017, he balances the pressures of academics, social dynamics, and unspoken desires.

Torn between craving quiet recognition and fearing exposure, Shawn’s internal world unfolds through intimate moments of introspection and sensory experience. His relationships with his outgoing friend Harry, intelligent classmate Ana, confident crush Lauren, and relentless rival Sebastian deepen the tension — each interaction a thread in his complex journey.

When Shawn’s secret risks being uncovered, he must confront his fears and decide how much of himself he can reveal to the world around him.

Breaking the Seam

is a mature, heartfelt exploration of identity, vulnerability, and the courage to embrace one’s truth beneath the surface."
True,https://www.royalroad.com/fiction/134605/descent-of-madness,134605,Descent of madness,39.0,5.491270389195099,44.4912703891951,98,,,1,0,"[""Portal Fantasy / Isekai"", ""Progression"", ""Anti-Hero Lead"", ""Psychological"", ""Male Lead"", ""Action"", ""Horror""]","[""philosophy:existence"", ""psychology:madness"", ""title:madness"", ""strong-tag:psychological"", ""cross-domain-evidence""]","[""followers=98""]","Order and chaos, two primordial forces, the antithesis of each other, shoved together in a union anathemic to the very foundations of reality, crammed into the mind of one man. What could possibly go wrong?

Saran Olsen, a gifted nuclear engineer living in Boston, Massachusetts is ripped from his own reality and cast into a brutal alien world where nothing is as it seems while becoming the unwilling vessel of a cosmic experiment born of a god's desperate grasp of freedom. The result was inevitable, Madness.

But Saren’s madness is no mere frenzy. It is a cold deliberate and merciless thing, a brutal storm, a cold fury that creates even as it annihilates . Every thought is a spark of invention, every act a delicate application of destruction, every action a calculated step toward brilliance or oblivion.

This is the dawn of a Legend, a being never meant to exist, yet forged in defiance of every law that binds creation.

A being whose very existence will send shockwaves through the cosmic halls of power, unraveling order and rewriting fate itself.

This is not a mere tale.

This is the inexorable rise of

THE MAD ARCHITECT.

.......that is, if he survives."
True,https://www.royalroad.com/fiction/122374/stars-dancing-telepathypsychicsromance,122374,Stars Dancing [Telepathy⬩Psychics⬩Romance],34.0,10.280943281977981,44.28094328197798,761,,103,1,4,"[""Space Opera"", ""Psychological"", ""Multiple Lead Characters"", ""Sci-fi"", ""Slice of Life"", ""Drama"", ""Romance"", ""Attractive Lead"", ""Cozy"", ""Female Lead"", ""Lesbian Romance"", ""Male Gay Romance"", ""Secret Identity"", ""Soft Sci-fi"", ""Technologically Engineered""]","[""philosophy:identity"", ""psychology:psychological"", ""strong-tag:psychological"", ""cross-domain-evidence""]","[""followers=761"", ""rating_count=103""]","The technocracy will fall. And my awakening started it all. Oops.

My husband tried to kill me.

Survivor that I am, I refused to die. The price? Psychic powers and telepathy. I even met a man in my dreams and chased him across Andromeda Galaxy. I thought I was crazy at first.

Then the search for my dream man led me to my cybernetic best friend, Peydran, and guess what? Talented were real. Things got wilder when we discovered a dangerous secret about the augments that could tear the technocracy apart.

What did we do? Both of us found the love we were looking for. Then we left multimedia breadcrumbs for the Talented across generations, hiding absurd truths in plain sight.

Talented banded together across the 9 Galaxies. Augments worked from the shadows. And the technocracy cracked at the seams.

Telepathy is on the rise.

The augments won’t hide forever.

The dreamers can see the future.

Something is coming.

150 years. Eight interconnected books.

Each volume quietly influences the next.

What you’ll find:

• Slow burn.

• Straight and queer romances.

• A found-family epic that spans 8 books and 150 years.

• Feel-good love stories exploring connection, belonging, and the power of bonds that heal.

You can pick where to start:

⟡

Books 1-2:

Ryst & Nayth (F/M). Peydran & Ren (BL).

⟡

Books 3-4:

Rom-Com space operas.

⟡

Books 5-7:

Slow-burn WLW romance.

⟡

Book 8:

Amnesia gender bender mystery.

Reviews:

• “It’s funny, it’s heartfelt...”

• “The most real thing I’ve read all year.”

Publishes daily!

Webnovel

Tags:

Original, Ongoing, Sci-fi, Soft Sci-fi, Romance, Cozy, Slice-of-life, Drama, Psychological, Female Lead, Lesbian Romance, Male Lead, Male Gay Romance, Multiple Lead Characters, Secret Identity, Space Opera, Technologically Engineered, Profanity, Sexual Content, Hopepunk, Neurodivergent.

Legal Notice for DMCA Purposes:

I, Ayela Arcana, am the legal copyright holder of the webnovel

Stars Dancing

. Royal Road, ScribbleHub, Substack, and Inkitt are the only legal sources of my work. All other sources are copyright infringements. If you find a pirated copy, please message me."
True,https://www.royalroad.com/fiction/127353/the-gaming-warlock-a-video-game-inspired-litrpg,127353,The Gaming Warlock [a video game inspired LitRPG],37.5,5.9349678884278125,43.43496788842781,164,,,1,0,"[""LitRPG"", ""Urban Fantasy"", ""Progression"", ""Multiple Lead Characters"", ""Contemporary"", ""Action"", ""Adventure"", ""Fantasy"", ""Dungeon Crawler"", ""GameLit"", ""Local Protagonist"", ""Magic"", ""Male Lead"", ""School Life""]","[""philosophy:existence"", ""psychology:depression"", ""psychology:ptsd"", ""cross-domain-evidence"", ""multi-concept-evidence""]","[""followers=164""]","An unfortunate hiking accident left Calvin Bell stuck in a cave underground as his father left for help. Alone and trapped, he decides to explore and finds that he is now lost in the bizarre world of the Fey wild. While there, he stumbles through various oddities until he is led to Lunaria Sonnet.

A brave nymph who desired to live a life of adventure. He finds her mid-battle with a dire wolf, and Cal's overeagerness to help her caused her demise at the jaws of said dire wolf.

To atone for his mistake, he makes a pact with Luna's spirit. One that promises to return her to life. During their discussions, they both discover their shared love of video games and choose to base the pact around that.

After barely surviving his fight with the wolf, Cal made a rapid escape and returned to his own world. Now, with things returning to normal, Cal will have to risk his life to hunt monsters that threaten the world. Each victory provides the Essence both he and Luna will need for growth and freedom.

Calvin struggles to balance school, a growing difficulty in monster hunts, a steady rise in undead and ghouls in his hometown, and the unknown danger that Luna poses to his soul. Her existence slowly and unwillingly unravels it. He quickly realizes that there is more at stake than just completing his contract and saving Luna.

Can Calvin level up in time to save his town and friends from the impending undead and their master, or will it be game over for all of them?

What to expect:

- Monster fights

- Mild slice of life moments between friends, family, and teammates

- MC growth through training and system based shenanigans

- MC will not be immediately OP.

Gun wielding midrange caster in a bunny mask… don’t ask!

- A mix of magic types: Fey glyph casting, human chanted spells, and will enforced magic

- Some romance elements… may be 1 or more S.O. for the MC (I don’t know who the best girl will be yet, or if there will be a few. Not going to have it be a specific harem or competitive thing, but if there are more then 1 it will be a poly relationship.)

No spice on RR. Any spice chapters I write, if I do, will be somewhere else or a separate version later on. I will add ""romance"" and ""Multiple partner"" tags when i decide if I do or do not want that in the story.

This contains:

- Graphic Violence, blood/gore

- Dark themes

- Possible mental issues (ptsd, anxiety, depression, suicidal thoughts, and more only if they fit. I’m not trying to shoehorn in disorders)

- Sexual themes (see above)

Upload Schedule: At least

ONE

chapter a week as I can. As a father of 2 crazy boys, I do not have much time to write outside of work and family time. I will not just drop this series though, but it may take more than a week at times to get a chapter out. Hoping as I improve my writing and process, it can be more than one chapter a week."
True,https://www.royalroad.com/fiction/156892/thorns-edge-a-system-apocalypse-litrpg,156892,Thorn's Edge: A System Apocalypse LitRPG,30.0,12.659079969929637,42.659079969929635,1779,,255,2,3,"[""LitRPG"", ""Psychological"", ""Female Lead"", ""Contemporary"", ""Adventure"", ""Fantasy"", ""Apocalypse"", ""Magic"", ""Survival"", ""System Invasion""]","[""psychology:mental health"", ""psychology:ptsd"", ""strong-tag:psychological""]","[""followers=1779"", ""rating_count=255""]","Olivia Thorne wasn’t trying to save the world. She just wanted to save her dogs.

When the System arrived, she ignored the messages until mana-crazed squirrels attacked her elderly Jack Russell terrier. Armed with the shovel she’d been using to dig up her bougainvillea, Olivia fought back.

That was enough to get her dumped into a challenge scenario, dog in tow. Now she’s fighting monsters, collecting improbable loot, and accidentally adopting strangers she then has to keep alive.

The creepy Santa Claus in her brain insists this is a rescue. Sure, billions of people might die, but the Multiverse is saving the whales.

Meanwhile, Olivia’s oldest dog is acting like a puppy, her bougainvillea has started killing her enemies, and she herself is becoming more OP by the day. But if she’s Earth’s best, Earth is… well, you know.

A hopeful, character-driven System Apocalypse/LitRPG with dry humor, found family, and plot-relevant dogs.

What to expect:

– A reluctant heroine who becomes extremely OP and remains baffled by it.

– Dogs that behave like dogs. Absolutely no dog deaths.

– Monsters, rifts, quests, abilities, and entertaining loot.

– Not grimdark. More like fundark.

Content notes:

The sensitive content tag is for representation of bipolar disorder, as well as discussion of other mental health issues, including anxiety, PTSD, and panic attacks. There's also profanity, violence (not especially graphic), grief, and death.

Posting schedule:

Monday and Thursday"
True,https://www.royalroad.com/fiction/130876/beyond-adam,130876,Beyond Adam,36.5,6.0423785981398765,42.54237859813988,104,,,1,2,"[""Super Heroes"", ""Multiple Lead Characters"", ""Sci-fi"", ""Action"", ""Adventure"", ""Mystery"", ""Genetically Engineered"", ""Low Fantasy"", ""Male Lead"", ""Soft Sci-fi"", ""Supernatural"", ""Technologically Engineered""]","[""philosophy:identity"", ""philosophy:existence"", ""psychology:sanity"", ""cross-domain-evidence"", ""multi-concept-evidence""]","[""followers=104""]","A forgotten experiment. A hidden twin. A life about to explode.

On an ordinary Friday, Adam wakes up unaware that his world is already unraveling. By nightfall, strangers are hunting him, secrets are breaking loose, and nothing in his life will ever make sense again.

Juzo—a twin brother Adam never knew existed—appears with a terrifying truth: they were both part of a clandestine experiment. Alongside Vicky, Juzo’s fierce and mysterious partner, Adam is thrust into a fight for his identity, his sanity, and his very existence.

Beyond Adam is a genre-bending saga of science fiction, mystery, and dark thrills. Told through shifting perspectives and fragmented storytelling, the narrative builds like a puzzle—piece by piece, secret by secret.

Expect:

✔ High-stakes action and hidden agendas

✔ Shifting POVs that reveal a deeper truth

✔ A fractured identity at the heart of it all

✔ A vibe inspired by

Buffy, Angel, Lost, The X-Files,

and

X-Men

If you enjoy fast-paced mysteries, layered storytelling, and characters who refuse to let go of hope in the face of overwhelming odds—this story is for you."
True,https://www.royalroad.com/fiction/48402/magical-girl-gunslinger,48402,Magical Girl Gunslinger,24.0,17.78910591548238,41.78910591548238,89538,,4315,2,5,"[""LitRPG"", ""Urban Fantasy"", ""Super Heroes"", ""Female Lead"", ""Drama"", ""Action"", ""Adventure"", ""Fantasy"", ""Low Fantasy"", ""Magic"", ""Mythos"", ""School Life"", ""Soft Sci-fi"", ""Supernatural""]","[""philosophy:existential"", ""psychology:trauma"", ""cross-domain-evidence""]","[""followers=89538"", ""rating_count=4315""]","“Would you like to make a contract?”

When eldritch horrors known as the Anathema began tearing through reality to invade Earth, aliens calling themselves the Zenith stepped in to protect humanity. Individuals were chosen and gifted with the ability to use magic and advanced technologies to combat the existential threat.

Over twenty-one years later, the so-called “Magical Guardians” are still hard at work keeping the peace. With their flashy outfits, superhuman abilities, and reality-defying spells, they are the part-time heroes and full-time idols of modern society.

But none of that really matters to Mai, whose biggest problems are dealing with her family, classmates, and the ever growing dread of her imminent future. As far as Mai is concerned, mundane problems are more than enough to worry about, and the idea of magic and monsters might as well be nothing more than daydreams. At least, they were until she finds herself in the middle of an Anathema invasion…

A Dark Magical Girl LitRPG with sci-fi elements. Note: Slow burn and slow, gradual introduction of LitRPG mechanics that become a focal point once introduced.

Please be aware this story contains intense violence, gore, traumatic situations, and other potentially unsettling content.

Chapters tend to be longer but with inconsistent updates.

Art is AI generated by Puddz.

This story is inspired by

Stray Cat Strut

, by

RavensDagger

. The ""point system"" for buying items is based on SCS's system. Magical girl Familiars are also a shared concept as both stories are in the magical girl genre. Some of the major differences between the two stories is this has a substantial LitRPG system including levels, stats, skills, magic, and also a generally darker tone. The first ""arc"" of the story is, however, an introduction into the world and characters, and as such, the LitRPG elements do not come into full play until later."
True,https://www.royalroad.com/fiction/145896/dao-of-the-world-walker-craft-based-slice-of-life,145896,Dao of the World Walker (Craft-based Slice of life Xianxia with World Hopping),28.0,13.782638856902317,41.78263885690232,8299,,879,2,0,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Time Loop"", ""Progression"", ""Wuxia"", ""Adventure"", ""Fantasy"", ""Psychological"", ""Crafting"", ""Cultivation"", ""High Fantasy"", ""Male Lead"", ""Modern Knowledge"", ""Reincarnation"", ""Slice of Life""]","[""philosophy:philosophy"", ""philosophy:existence"", ""strong-tag:psychological""]","[""followers=8299"", ""rating_count=879""]","Chen Yang died once.

He was reborn as a helpless infant in a new world, one ruled not by sciences, but by cultivation, where enlightenment shapes reality, and the Dao governs all things.

At first, Chen Yang believes this world is merely unfamiliar. Only later does he realize the truth: his death and rebirth have awakened a strange ability, one that allows him to travel between worlds. Not as a conqueror. Not as a hero. But as an observer, a learner, and eventually, a cultivator of understanding.

Unaware of the greater forces watching him, Chen Yang chooses a path rarely walked. Rather than chasing power through violence, he becomes a scholar first, studying the Dao through cultivation, crafting, and quiet contemplation. Every realm he visits offers new truths, new materials, and new perspectives, each shaping his growing comprehension of existence itself.

This is not a tale of quick ascension or endless battles. Power is earned slowly. Every cultivation realm is explored in detail. Crafting is methodical. Enlightenment comes through patience, failure, and insight.

Chen Yang's journey is not toward domination, but toward knowing.

And the Dao is endless.

Updates from Monday to Fridays

What to Expect

-

A nice sect without backstabbing

- Weak to strong MC

- Slow, deliberate cultivation progression

- Detailed cultivation realms and Daoist philosophy

- Crafting-focused growth and experimentation

- World hopping with deep exploration of each realm

- Minimal combat, no harem, no romance

- Scholar-style MC focused on understanding over conquest

- Minor LitRPG elements

- Slow paced - slice of life"
True,https://www.royalroad.com/fiction/95704/an-elders-revolution-the-art-of-sect-politics,95704,An Elder's Revolution - The Art of Sect Politics,27.5,13.133899775435893,40.63389977543589,7115,,477,1,6,"[""Ruling Class"", ""Wuxia"", ""Male Lead"", ""Strong Lead"", ""Drama"", ""Action"", ""Adventure"", ""Fantasy"", ""Cultivation"", ""High Fantasy"", ""Martial Arts""]","[""philosophy:morality"", ""philosophy:ethics"", ""philosophy:mortality"", ""multi-concept-evidence""]","[""followers=7115"", ""rating_count=477""]","Honored by countless victories grasped and foes vanquished, Sect Elder Liu Wei is one of the most prominent figures of the Lunar Peaks Sect.

Known for his strict treatment of those below him and the harsh punishments he hands out to those who cross him, his name invokes both fear and awe to the sect's countless members, disciples and subordinates.

As a breakthrough leads him to ascend to the same level of cultivation as the sect's patriarch, he is well-positioned to further extend his power within the sect. Only, what should have been his greatest moment of triumph is instead one doubt and uncertainty: For the first time in his well over four-hundred year long journey of cultivaton, he has hit a complete roadblock, denying him any further steps on the way to immortality.

Without a family, any close friends or a particularly deep loyalty towards his sect, this leaves Liu Wei without a purpose to dedicate his efforts towards, even as the flame of ambition keeps burning in his chest. He now has no choice but to deeply contemplate what he wishes to do with the vast power he has spent his unfathomably long life accumulating.

As his contemplations lead him to rediscover a long discarded sense of compassion, a new goal beginns to form: bring as much justice and fairness into this ancient system of opression as his abilities afford him to.

Liu Wei shall walk on a path of defiance.

Quick overview of what you can expect from this story:

This is a story about Liu Wei, but it will be told from many perspectives. Giving the perspectives of several important side-characters room to breathe is my way of dealing with a main-character who is several centuries old and thus rather knowledgeable about the world and difficult to surprise. All of these characters have their own little stories and sub-plots that will be explored as the main story moves on.

As the title says, this novel will focus on sect politics. This includes detailed explorations of schemes, power-dynamics and the like. Action will be rather sparse, especially in the beginning. Most conflicts will need time to build up before ultimately erupting into violence. They will though, and when they do I hope the action will feel gratifying and consequential.

This story features power-progression in the form of cultivation. This includes the MC who

will

eventually regain his ability to cultivate, if you're concerned about that. This progression is featured prominently as a motivation for many characters, but will not be the focus of the story itself. The MC is already at a very high level of cultivation and will thus take a long time to progress further.

The world-building is one of the things I love most about writing, as such you can expect it to be detailed and extensive. The supernatural elements and cultivation system(s) are built from the ground up with their own internal logic in a way that I hope makes sense. I try to stay rather grounded with them - we won't be encountering anyone throwing cities or splitting mountains for a long time (if ever).

Questions of morality and ethics are central to the plot of this novel and will thus be explored in adequate detail in the form of both internal reflection and debates. Of course this isn't a philosophic essay, so these sections will mostly remain relatively short.

The tone of this story is usually rather serious, but there are occasionaly slight satirical elements as it seeks to subvert expectations regarding common Xianxia tropes.

Updates three times a week,

Wed/Fri/Sun

.

Enjoy!

[participant in the Royal Road November 2024 Writathon challenge]"
True,https://www.royalroad.com/fiction/135125/white-witch-of-the-void,135125,White Witch of the Void,30.0,10.495116131383583,40.49511613138358,1917,,84,1,2,"[""GameLit"", ""Portal Fantasy / Isekai"", ""Progression"", ""Psychological"", ""Female Lead"", ""Adventure"", ""Drama"", ""Fantasy"", ""Dungeon Crawler"", ""Gender Bender"", ""High Fantasy"", ""Magic"", ""Reincarnation"", ""Romance Subplot"", ""Slice of Life""]","[""psychology:trauma"", ""psychology:sanity"", ""strong-tag:psychological""]","[""followers=1917"", ""rating_count=84""]","He was just a weary young man like any other you could find on the street. He carried the burden of time upon his life like anyone else, collecting his fair, ordinary share of traumas, worries, hopes and dreams. He shook off his gnawing anxieties, travelling the world in search of some greater beauty or revelation that would bring meaning to the world and to his life. And then one day he got into a fatal accident, and found himself in the body of a nameless young girl in another world.

Unbeknownst to him(?), however, he(?) would one day grow up to become the feared and legendary Estelle, White Witch of the Void, a dangerous madwoman wielding forbidden power that she obtained in a ritual, where she sacrificed her sanity to an unknown entity...

Who also happened to be an upcoming character in the popular gacha game 'Seekers of Lost Sin', specifically, she was the older sister of the game's protagonist, Luna, Black Witch of the Abyss.

A strange tale, one of broken promises and breaking minds, of finding family and finding love, of reconciling fraying ties and making peace, of the quaint, quiet joys in the world and the large, cruel horrors in life, of a cold and lonely world that does not care for you and how to find meaning within it.

Content warning: heavy talk involving family related traumas, such as pregnancy mishaps, religious upbringings and immigrant families.

This story will also feature a genderbent protagonist falling in love with a male character. Warning if you’re not into that I guess.

[Celebrate SEEKERS OF LOST SIN'S 2nd Anniversary with the event 'The Moon and The Stars', as Luna faces down her toughest opponent yet, who wields a mysterious power that brings to surface memories of her childhood... Find out the truth of Luna's past now!

Play the event story to obtain SSR Estelle 'Lights in the Sky' for free!]

[SEEKERS OF LOST SIN'S 4th Anniversary approaches... are you prepared to face the haunting chill of the void? Backed into a corner, the Knights Templar are forced to rely on one of their greatest criminals to fight back the demon invasion of their kingdom... Estelle, White Witch of the Void. Luna prepares herself to face her sister... will you hold her hand and comfort her? Is this tragic bond between sisters fated to be forever broken? It's up to you to change it all...

Login for seven days in a row to get a SSR Selector!]

[SEEKERS OF LOST SIN'S 4th Anniversary has finally arrived! Limited SSR Estelle ‘Nihility’s Hunger’ is obtainable NOW! Download for free and get 20 tickets!]"
